240465764967141376	Very low entries in this giveaway! Hop over and check it out! http://t.co/OrUSN9ne
241501498293485568	This totally topped off my week :&#39;) #sarcasm
241241844636336128	Wow.. How freaking awesome was that. #Sarcasm
241491298056552449	Summers over and it was shit. Only sunny day was a bbq in north west with @Kade_96 and @Jess_birch95 hahhahaaa #amazing #sarcasm
241528903594823680	Did you know that one of Bolshoi Ballet members was born in Maranhão? Bruna Gaglianone is part of the Moscow group! http://t.co/LG3SME1l
240412611764707328	I just love missing the bus! ☺ #sarcasm
241244122944503809	@babee_kayyy lol itold you iwasnt coming . :) what we do in class ?
240435791472517120	Gee wiz what a great day so far. You can cut the tension with a knife and they think im faking #great. #sarcasm
241328797549461505	This lab class boring af
240239983967993856	If I could put into words how much I love waking up at 5 am on Tuesday&#39;s I would.... 😒 #sarcasm.
240218875663351808	I actually did something with my hair today #firsttimeinmonths #weird d
241499088695201792	Thanks @PippaCarlson1 your tweets are great #sarcasm
240552787107266560	I really admire your maturity. #sarcasm
241277064995545088	@lilylovehermore I knew I&#39;d heard that name somewhere!
241532788577275904	I just love getting a random schedule change and not even knowing about it!:) #sarcasm
240486509986336768	China’s iOS, Android growth up more than 400% in last year according to Flurry. Chile is 2nd at 279%. http://t.co/7nj6qiY9
241560759337893888	I&#39;ve got to get my money back this time 💰🍁👌
240418081388773376	@Will_Piper should move back up fella. I&#39;m already here... On my own... Having loads of fun #sarcasm
241296530747817984	To anyone still making the &#39;Something about a picture of Andy Carroll...OH NO WAIT, IT&#39;S A HORSE&#39; joke; stop.
240415897808936960	@FrootNL yess, actie loopt tot 24 augustus! :D #sarcasm
241277064970399745	Its my birthday bitches... who&#39;s gonna start sucking my dick and who&#39;s gonna start sucking my balls?
240268586537607168	Tyga feat. Kirko bangz Out This Bitch
240201788035317760	We all have that one person who we wished we never gave our phone number to... #Ted
240362681549348865	Oh, love this! Shaky camera : Check RT @Hickesy Fake, of course, but I still love this UFO vid http://t.co/n9ju9uM7
241542094689292289	Monitoring the hashtag  #PhTrenchQuake stay safe follow orders please
241575426818981888	@Students4Obama If your Dad will let you sit there #fadedposter
241394436662259712	#PROJECTRUNWAY Ven ur dress gave ur  model a 3RD BREAST! Nice, just what every gal wants! u sure know design better than women! #sarcasm
240401151688851458	I want to be here... http://t.co/Q9bFkxsE
240493543838330880	Omg most insane matriculants, we rather play soccer than study 4 prelims=D @SadieRazak , @Cocoz_25,@xFatima_s , @TasneemKarolia,#Soccer4lyf♥
240398145987702784	@BertLcfc lookin forward to satday as well nothin quite like a 5.20 kick off #sarcasm
240427066607144962	Yay it&#39;s 3 hour clinical day. I&#39;m so freaking excited I can&#39;t stand it. #sarcasm
240403267513888768	I love it whenever my brother gets up and turns on all the lights... #sarcasm
240277331644665856	#10TurnOns Yet again if you list them on twitter you&#39;re garbage.
241313509311385601	@_jackpeters hahaha mannn gota have his slices yooo!
240500447675297792	Thank god I invested in an umbrella this year.
240412216275394561	A little nervous to start school 😝 5 classes in one day should be fun...
240234864320868352	Authentic Volk RE30&#39;s . 18x9.5 +25 . Flat Gunmetal Finish . Comes with Center caps &amp;amp; Valve Stems . $2400 OBO... http://t.co/xCr9IQCd
240165734196576257	You know what I love doing? Rehashing old arguments. #sarcasm
241287596876115968	When I really wana sleep n ppl wana chat✗
240570236699549696	@iAM_MissJackson well I guess because they were missing pleasure p.
240400699110875136	Dear Teva, thank you for waking me up every few hours by howling. Your just trying to be mother natures alarm clock. #sarcasm
240405596501835776	@MarkPacker Yeah, but Beckett is the kind of guy that just makes you want to root for him.  #sarcasm
241475461287395328	My favourite pre-work job: fixing a punctured bike tyre. #Sarcasm
240438451634311169	@haileytanley Good! I will give details later
240451541901905921	@justkramer good you&#39;ll save more money that way #sarcasm
240218871469076480	@xBig_Dawgg  made the semi pro team bruh ran a 4.54
240415173855309824	Well, today has started of to a WONDERFUL start. #Sarcasm
